,filename,electrode 0,electrode 1,electrode 2,electrode 3,electrode 4,electrode 5,electrode 6,electrode 7,electrode 8,electrode 9,electrode 10,electrode 11,electrode 12,electrode 13,test-type
61,A012SB2_1.csv,0.0083224837,0.0049533121,0.004239432,0.0058791473,0.0036384501,0.002928155,0.003252656,0.0221644138,0.0026939627,0.0036795963,0.0035150916,0.0032140751,0.0043468673,0.0057582349,2
62,A011SB3_1.csv,0.0078280379,0.0047009495,0.0029252031,0.0161190233,0.0022672631,0.0039552382,0.0020910111,0.0068210157,0.0021878461,0.0025130371,0.0030580417,0.0025819531,0.0032473633,0.0049316842,3
63,A015SM1_1.csv,0.0064234457,0.0066158848,0.0118075944,0.0181373474,0.019231287,0.0043553526,0.0048385154,0.005150324,0.0048030788,0.0056228082,0.0056805344,0.0048363748,0.0118266625,0.0083960364,4
64,A014SB1_1.csv,0.0304406801,0.0129659228,0.005175669,0.0084022165,0.0042336284,0.0024243607,0.0024932811,0.0031673229,0.003206712,0.0032433873,0.004012306,0.0052703894,0.0067830907,0.0142613485,1
65,A021SM1_1.csv,0.008761869,0.0065334306,0.0033997154,0.0245255658,0.0045551739,0.0071738626,0.0025947663,0.0028906929,0.0026684131,0.0039253862,0.0078637348,0.0033618194,0.005604266,0.0094636823,4
66,A013SB2_1.csv,0.0045764785,0.0080480247,0.0025909895,0.0022710816,0.0024777824,0.0019725988,0.0023406422,0.0047213901,0.0025071454,0.004215704,0.0029141574,0.0027872583,0.0078836314,0.0048627767,2
67,A022SB1_1.csv,0.0229882536,0.0118219541,0.0036277736,0.0190317739,0.0036397825,0.0034995659,0.0037404568,0.0046367923,0.0055427792,0.0051166037,0.0116966552,0.0041258157,0.0230876181,0.0178971671,1
68,A022SB3_1.csv,0.0060868377,0.0052243089,0.0026479902,0.0031710529,0.0024325124,0.0061380153,0.0021236861,0.0036304571,0.0019381295,0.003440556,0.0041388123,0.0033465451,0.0101500261,0.0068046947,3
69,A025SB1_1.csv,0.0177946803,0.0270985803,0.0114995278,0.0103010063,0.0163237559,0.0082456458,0.0125720282,0.0089172686,0.008938455,0.0135376559,0.0123160557,0.009895428,0.0237790319,0.016423238,1
70,A013SB3_1.csv,0.0039848068,0.0144792027,0.0026746599,0.0021417266,0.0030434125,0.0022620246,0.0023994121,0.0028608481,0.0030389498,0.0035913316,0.0027388167,0.0027395923,0.0044224397,0.0038305157,3
71,A007SM1_1.csv,0.009904969,0.0034498174,0.0035076331,0.0033743572,0.0038715765,0.0038646437,0.0027680154,0.0023289369,0.0027062121,0.0036257053,0.003138043,0.0036062652,0.0111182709,0.0047798958,4
72,A018SV1_1.csv,0.009555093,0.012157012,0.0037284026,0.0471889634,0.0068642835,0.0031516478,0.0033146842,0.0034362856,0.0032868976,0.0039455274,0.0048543592,0.0042085272,0.0072597884,0.0093288332,5
73,A018SM1_1.csv,0.0087459064,0.0111673272,0.0032871445,0.0032696059,0.0026005354,0.0025187465,0.002256696,0.002379316,0.002242713,0.0030237812,0.0038459748,0.0034907531,0.0073506012,0.0084266811,4
74,A006SB2_1.csv,0.0190167316,0.0199986195,0.0099799664,0.0203688396,0.0339735586,0.0196849409,0.0146190874,0.0165458429,0.0204643973,0.02292824,0.0200513888,0.0198282468,0.0198833811,0.0209767831,2
75,A009SM1_1.csv,0.0407035667,0.0404399737,0.0404167229,0.0402041113,0.0397452908,0.0322945945,0.0365106538,0.0286374338,0.0315978247,0.042719885,0.038934546,0.0396205134,0.0400149399,0.040897271,4
76,A012SB1_1.csv,0.0085146224,0.0055263059,0.0048696341,0.0063883388,0.0041036948,0.0042160048,0.0038611765,0.0029472127,0.0028712002,0.0046237569,0.0034348817,0.0037964683,0.0060327745,0.0060867311,1
77,A005SM1_1.csv,0.0078219433,0.0046840861,0.002704705,0.0021238514,0.0019685568,0.0022125522,0.0019807319,0.0028912632,0.0085137564,0.0034513698,0.0042538036,0.0070517409,0.0058975491,0.0054792216,4
78,A001SB1_1.csv,0.0046811978,0.0126348156,0.0054285208,0.0125672518,0.1289364059,0.0070344318,0.0054677796,0.0050324129,0.0052194771,0.0029689572,0.0033667683,0.0039386877,0.0059969751,0.0046425511,1
79,A025SB2_1.csv,0.0250129474,0.0370241124,0.0152775486,0.0177625342,0.0228083143,0.0149851549,0.0183559322,0.0150318393,0.0157166679,0.0204222282,0.0183030948,0.0176071068,0.0292084836,0.0184775773,2
80,A005SV1_1.csv,0.0731839501,0.0057273035,0.0055891026,0.0044692522,0.0044510374,0.006669449,0.0037040438,0.0043695008,0.0301893691,0.0052120479,0.0055487306,0.0073078998,0.0082902583,0.0212216102,5
81,A015SV1_1.csv,0.0146429975,0.014385348,0.009998275,0.0132246392,0.0541702114,0.0102259729,0.0094016869,0.0101804619,0.0098984947,0.0103787363,0.0104142779,0.0108160012,0.0130414677,0.0126720145,5
82,A002SV1_1.csv,0.013243166,0.0041030102,0.0032479862,0.0020934557,0.00485549,0.0016239198,0.0021704551,0.0024891816,0.0021706053,0.0068032153,0.0036706387,0.0078138784,0.0538120423,0.0051074037,5
83,A003SV1_1.csv,0.0044337576,0.0063038125,0.003184282,0.0036155055,0.0034288433,0.0019578386,0.0035376111,0.0099844432,0.0027013421,0.0035580239,0.0026602307,0.0050273607,0.0041907757,0.0053943797,5
84,A026SM1_1.csv,0.0049115164,0.004679423,0.0029896945,0.0045018427,0.0020105823,0.0016419233,0.0035135857,0.0031830323,0.0015935934,0.0031168758,0.005614556,0.0025853969,0.0055186529,0.0054443613,4
85,A029SB1_1.csv,0.0047334392,0.0044419628,0.0036355852,0.0037876349,0.002669685,0.0029279827,0.0026389134,0.0051243611,0.0020813894,0.0030821896,0.003440957,0.0056513301,0.0253661917,0.006793886,1
86,A014SV1_1.csv,0.0172799838,0.0073414173,0.0059376825,0.009678857,0.0079503823,0.0027267698,0.002795506,0.0034514813,0.003560051,0.0044715183,0.0049297553,0.0069002841,0.0116242286,0.0228899109,5
